OrderKey|Line Number|ProductKey|Quantity|Unit Price|Net Price|Unit Cost
367902|2|1680|3|6.99|6.99|3.56
368000|0|85|4|99.99|99.99|45.98
368000|1|2517|1|3.35|2.9815|1.71
368000|2|1699|2|6.88|5.9168|3.16
368000|3|238|2|569|569|261.66
368000|4|1138|1|391.9|391.9|180.22
368000|5|432|1|499.9|439.912|254.86
368001|0|1527|3|268|254.6|123.24
368002|0|96|5|67.4|67.4|34.36
368003|0|1499|1|310|279|142.56
368003|1|2507|6|4.74|4.266|2.42
368100|0|91|1|149.99|149.99|49.69
368100|1|326|5|299|299|152.44
368100|2|206|7|569|569|261.66
368101|0|1932|7|129.99|129.99|66.27
368101|1|208|5|599|527.12|275.46
368101|2|1802|1|32|32|16.31
368102|0|1544|3|238|238|109.45
368102|1|1656|5|159.99|147.1908|73.57
368102|2|1594|1|9.99|9.99|5.09
368102|3|1621|6|12.99|11.9508|6.62
368102|4|1456|4|301|261.87|138.42
368102|5|1701|2|4.98|4.98|2.54
368102|6|1624|4|219|216.81|72.56
368103|0|797|5|33.9|31.188|11.23
368103|1|1572|3|57.99|52.191|26.67
368104|0|98|1|120|120|55.18
368104|1|1620|6|60.99|56.7207|28.05
368104|2|1561|5|402|393.96|133.19
368104|3|1617|1|57.99|53.9307|26.67
365616|2|2505|3|9.99|9.99|5.09
365700|0|46|2|149.95|134.955|76.45
365700|1|1274|9|52.13|52.13|26.58
365800|0|75|1|37.95|37.95|17.45
365800|1|2081|3|179.99|170.9905|82.77
365800|2|405|1|699|699|321.44
365800|3|1454|1|199|171.14|91.51
365800|4|1408|2|529|481.39|175.27
365800|5|1638|3|13.89|13.1955|6.39
365801|0|334|1|999|899.1|330.99
365802|0|1778|1|43|36.98|21.92
365803|0|385|4|326|296.66|166.2
365803|1|126|2|143.4|143.4|73.11
365804|0|675|2|219|205.86|72.56
365804|1|668|2|147|133.77|67.6
365804|2|1658|3|109.99|101.1908|56.08
365805|0|1673|9|5.5|5.5|2.8
365805|1|1459|7|256|256|117.73
365805|2|599|2|2295|2042.55|760.38
365900|0|51|1|199.95|173.9565|91.95
365900|1|1449|1|300|270|137.96
365901|0|1680|2|6.99|6.7104|3.56
365901|1|1680|2|6.99|6.99|3.56
365902|0|887|6|50|43|25.49
365903|0|1486|1|288|288|132.44
365903|1|1647|7|179.99|156.5913|82.77
365904|0|528|2|819|819|271.35
365904|1|1502|7|239|239|109.91
365905|0|1615|1|289.99|266.7908|96.08
365906|0|1688|6|8.88|8.88|4.08
365907|0|430|3|269.95|242.955|137.63
366000|0|409|1|326|293.4|166.2
366001|0|177|1|56.9|52.348|29.01
366001|1|1339|2|35.99|32.7509|16.55
366001|2|1906|2|299.99|260.9913|152.94
366001|3|2299|2|101.99|101.99|52
366001|4|1643|1|57.88|52.092|26.62
366001|5|1581|2|219|188.34|72.56
366001|6|191|1|66|66|33.65
366002|0|1413|2|299|299|137.5
366003|0|1118|3|334|290.58|153.59
366003|1|1459|7|256|227.84|117.73
366003|2|590|1|999|879.12|459.4
366003|3|2146|7|1650|1501.5|546.68
366004|0|419|9|369|328.41|188.13
366005|0|1778|1|43|39.99|21.92
366006|0|1629|1|9.99|8.7912|5.09
366007|0|1649|7|259.99|239.1908|86.14
366008|0|1641|2|12.66|11.9004|5.82
366008|1|860|3|29.95|26.356|13.77
366008|2|831|8|19.9|19.9|10.15
366100|0|1613|4|109.99|109.99|56.08
366100|1|1617|2|57.99|57.99|26.67
366101|0|1879|3|1818|1654.38|836.03
366102|0|1624|1|219|219|72.56
366102|1|285|8|329|329|167.73
366103|0|2369|5|635.99|572.391|210.72
366103|1|2498|4|23.72|20.6364|12.09
366103|2|1527|5|268|241.2|123.24
366103|3|2436|2|44.99|44.99|22.94
366103|4|410|4|1299|1299|430.38
366104|0|1619|6|59.99|59.99|27.59
366104|1|1665|3|4.99|4.5409|2.54
366104|2|436|1|369|369|188.13
366105|0|98|4|120|104.4|55.18
366105|1|1439|1|301|301|138.42
366106|0|1494|7|208|208|95.65
366106|1|1775|2|43|43|21.92
366106|2|410|3|1299|1117.14|430.38
366107|0|456|1|559|503.1|257.06
366108|0|522|3|279|245.52|128.3
366200|0|1465|2|199|183.08|91.51
366200|1|1052|3|627|545.49|207.74
366200|2|996|4|186.9|162.603|85.95
366201|0|1462|1|268|233.16|123.24
366201|1|1544|2|238|216.58|109.45
366202|0|1606|1|159.99|143.991|73.57
366203|0|1613|4|109.99|109.99|56.08
366203|1|1718|1|70.13|70.13|32.25
366203|2|1644|2|57.88|57.88|26.62
366204|0|618|4|299|266.11|99.06
366204|1|390|4|1299|1195.08|430.38
366300|0|692|2|248|248|82.17
366300|1|2504|3|9.99|8.8911|5.09
366300|2|1656|3|159.99|137.5914|73.57
366301|0|1696|1|16.99|16.99|5.63
366301|1|147|1|2899.99|2812.9903|960.82
366301|2|1545|1|268|268|123.24
366301|3|2493|1|24.99|23.2407|12.74
366302|0|1592|2|17.99|16.0111|8.27
366302|1|1534|7|398|350.24|131.87
366302|2|2369|3|635.99|591.4707|210.72
366303|0|524|5|179|179|82.32
366304|0|1786|8|43|43|21.92
366304|1|2014|3|199.99|199.99|91.97
366305|0|1612|4|179.99|163.7909|82.77
366306|0|1698|1|6.99|6.99|3.56
366307|0|327|10|279|251.1|142.24
366307|1|1592|2|17.99|17.99|8.27
366307|2|2|4|12.99|12.99|6.62
366308|0|494|3|279|242.73|128.3
366308|1|1683|5|4.99|4.3912|2.54
366308|2|309|5|499|449.1|229.47
366308|4|910|5|102|102|52
366308|5|1676|3|8.99|7.8213|4.13
366308|6|1042|2|198|178.2|91.05
366500|0|291|2|360|342|183.54
366500|1|460|2|299.9|266.911|152.9
366500|2|389|1|599|599|275.46
366501|0|297|4|269|258.24|137.14
366502|0|1376|1|31|31|10.27
366502|1|1622|3|219|216.81|72.56
366502|2|106|5|132.99|118.3611|61.16
366600|0|1608|7|109.99|109.99|56.08
366600|1|209|3|699|622.11|321.44
366601|0|984|2|198|198|91.05
366601|1|1683|3|4.99|4.99|2.54
366601|2|1471|1|229|199.23|105.31
366602|0|1623|7|219|219|72.56
366602|1|1802|3|32|32|16.31
366602|2|1417|1|268|268|123.24
366603|0|662|7|236|236|78.19
366603|1|1805|3|32|27.84|16.31
366603|2|166|1|119|119|54.72
366603|3|1658|1|109.99|97.8911|56.08
366603|4|44|2|232|204.16|106.69
366700|0|1838|9|1989|1710.54|914.67
366701|0|351|1|336|336|171.3
366702|0|447|3|229.9|211.508|117.21
366703|0|292|4|500|500|229.93
366703|1|2107|1|791|719.81|363.75
366704|0|519|4|619|532.34|205.09
366705|0|416|2|969|969|321.05
366705|1|1898|3|899|899|413.42
366800|0|2496|1|9.99|9.99|5.09
366800|1|373|3|326|283.62|166.2
366800|2|621|5|139|123.71|70.87
366801|0|374|1|1299|1195.08|430.38
366801|1|1699|2|6.88|6.0544|3.16
366801|2|1686|7|6.99|6.5007|3.56
366801|3|1718|10|70.13|70.13|32.25
366802|0|1480|2|129|121.26|65.77
365208|2|462|3|869|869|287.92
365209|0|22|3|134|125.96|61.62
365210|0|1421|2|290|290|133.36
365210|1|1461|1|308|308|141.64
365210|2|1575|5|60.99|60.99|28.05
365211|0|1471|4|229|210.68|105.31
365300|0|1571|2|56.99|56.99|26.21
365300|1|1443|2|589|524.21|195.15
365300|2|1453|3|258|245.1|118.65
365300|3|1682|2|8.99|8.99|4.13
365301|0|382|2|382.95|344.655|195.24
365301|1|1658|2|109.99|100.0909|56.08
365301|2|444|8|919|827.1|304.48
365301|3|1474|4|208|208|95.65
365302|0|504|2|869|851.62|287.92
365302|1|1773|2|43|37.84|21.92
365303|0|1498|3|300|267|137.96
365304|0|851|2|230.9|230.9|76.5
365304|1|417|2|599|521.13|275.46
365305|0|424|5|269.95|269.95|137.63
365305|1|447|2|229.9|229.9|117.21
365305|2|1454|3|199|199|91.51
365305|3|436|1|369|365.31|188.13
365306|0|2502|1|9.99|8.6913|5.09
365306|1|950|2|290|290|96.08
365306|2|330|10|309|265.74|157.54
365307|0|2493|3|24.99|24.99|12.74
365307|1|1486|3|288|262.08|132.44
365307|2|1371|1|32.99|32.99|15.17
365308|0|1679|1|5.5|4.95|2.8
365308|1|1619|3|59.99|59.99|27.59
365308|2|2117|1|745.99|686.3108|343.05
365309|0|1711|4|70.13|69.4287|32.25
365309|1|1561|7|402|365.82|133.19
365309|2|1592|8|17.99|17.6302|8.27
365309|3|1705|3|6.88|6.8112|3.16
365310|0|1520|3|280|246.4|128.76
365310|1|1548|2|266|266|122.32
365311|0|1624|6|219|219|72.56
365312|0|1432|7|300|267|137.96
365312|1|1487|7|267|267|122.78
365313|0|1531|5|389|334.54|128.88
365313|1|1657|1|179.99|179.99|82.77
365314|0|2111|3|877.5|877.5|403.53
365314|1|1086|7|304|264.48|139.8
365314|2|801|8|19.9|17.711|10.15
365400|0|425|2|369|328.41|188.13
365401|0|1686|3|6.99|6.99|3.56
365402|0|1580|1|219|197.1|72.56
365403|0|1657|2|179.99|167.3907|82.77
365404|0|1456|1|301|301|138.42
365404|1|2492|8|24.99|24.99|12.74
365404|2|389|1|599|539.1|275.46
365405|0|436|8|369|335.79|188.13
365405|1|1126|8|332|295.48|152.68
365405|2|1021|1|281|244.47|143.26
365405|3|1665|4|4.99|4.5908|2.54
365406|0|786|1|11.5|11.5|5.86
365406|1|1559|2|299|299|137.5
365406|2|1635|2|22.89|22.89|7.58
365406|3|1652|7|179.99|179.99|82.77
365407|0|1686|2|6.99|6.5007|3.56
365408|0|3|3|14.52|13.5036|7.4
365408|1|2500|7|23.72|21.348|12.09
365408|2|1664|3|8.99|8.0011|4.13
365409|0|1449|1|300|264|137.96
365410|0|1486|2|288|288|132.44
365410|1|976|1|188|188|86.45
365411|0|1740|3|28|24.64|14.28
365411|1|453|3|229.9|200.013|117.21
365411|2|62|5|181|181|83.24
365411|3|1136|3|480.5|432.45|159.2
365412|0|426|7|499.9|439.912|254.86
365413|0|1327|2|46.99|46.99|15.57
365414|0|1318|4|16.99|15.291|8.66
365414|1|1636|1|12.66|12.66|5.82
365415|0|1502|1|239|219.88|109.91
365500|0|1309|1|28|24.64|14.28
365500|1|1646|7|159.99|139.1913|73.57
365500|2|1368|6|40.19|40.19|18.48
365500|3|348|4|758|704.94|348.58
365501|0|1415|2|300|282|137.96
365501|1|1491|4|229|201.52|105.31
365501|2|392|1|382.95|382.95|195.24
365501|3|302|2|999|889.11|330.99
365502|0|1661|7|5.5|4.895|2.8
365502|1|1445|4|268|268|123.24
365503|0|1571|4|56.99|50.7211|26.21
365503|1|1331|7|26.99|23.2114|12.41
365503|2|1694|6|8.88|7.992|4.08
365503|3|561|3|139|125.1|70.87
365503|4|1421|2|290|290|133.36
365504|0|2108|1|508|441.96|258.99
365504|1|19|2|109.95|102.2535|50.56
365505|0|1611|1|159.99|159.99|73.57
365506|0|2096|3|877.5|877.5|403.53
365507|0|2090|1|1475|1475|488.7
365508|0|772|3|11.9|11.781|6.07
365508|1|742|3|102|91.8|52
365508|2|430|4|269.95|242.955|137.63
365509|0|10|4|59.99|59.3901|30.58
365600|0|123|2|279.99|243.5913|128.76
365600|1|2091|2|877.5|780.975|403.53
365601|0|1589|2|9.99|8.8911|5.09
365601|1|737|6|159|159|73.12
365602|0|898|2|41.73|37.557|21.28
365603|0|1262|2|36.99|32.5512|18.86
365603|1|1625|3|219|194.91|72.56
365603|2|1687|7|6.88|6.1232|3.16
365603|3|959|7|200|180|66.26
365603|4|1736|1|28|24.36|14.28
365603|5|123|6|279.99|246.3912|128.76
365603|6|1629|7|9.99|9.99|5.09
365604|0|415|2|326|326|166.2
365604|1|1703|5|5.39|5.0666|2.75
365604|2|1620|6|60.99|54.2811|28.05
365606|0|1621|2|12.99|11.1714|6.62
365607|0|437|7|499.9|449.91|254.86
365607|1|2489|1|14.99|13.3411|7.64
365608|0|1569|6|299|263.12|137.5
365608|1|1712|7|70.13|64.5196|32.25
365608|2|1516|6|288|276.48|132.44
365609|0|2142|6|445|445|204.64
365609|1|154|7|469.97|469.97|216.12
365610|0|1574|1|59.99|52.7912|27.59
365610|1|1647|7|179.99|179.99|82.77
365610|2|1358|2|39.99|39.99|18.39
365610|3|1444|3|230|204.7|105.77
365610|4|1322|3|32.99|32.99|15.17
365610|5|1676|1|8.99|8.99|4.13
365611|0|56|2|296|296|98.07
365611|1|2106|1|877.5|877.5|403.53
365611|2|1442|1|529|529|175.27
365611|3|1790|1|43|40.42|21.92
365612|0|1487|3|267|248.31|122.78
365612|1|1999|4|99.99|85.9914|50.98
365613|0|1642|1|57.88|50.9344|26.62
365614|0|1580|1|219|188.34|72.56
365614|1|1769|3|34|30.6|15.64
365615|0|1605|6|289.99|289.99|96.08
365616|0|1544|1|238|238|109.45
365616|1|134|2|349.95|304.4565|160.93
364711|2|1112|7|645|574.05|213.7
364711|3|1586|1|12.66|11.394|5.82
364711|4|1604|2|259.99|231.3911|86.14
364711|5|879|3|13|11.83|6.63
364711|6|1475|2|230|230|105.77
364712|0|1546|6|302|268.78|100.06
364712|1|2511|3|4.06|4.06|2.07
364713|0|1443|1|589|589|195.15
364713|1|2014|4|199.99|199.99|91.97
364714|0|1648|2|109.99|109.99|56.08
364715|0|1648|1|109.99|95.6913|56.08
364715|1|1550|3|280|257.6|128.76
364715|2|1698|2|6.99|6.3609|3.56
364715|3|356|1|456.9|456.9|210.11
364716|0|1425|3|529|470.81|175.27
364716|1|353|8|384.9|361.806|196.23
364717|0|1990|1|199.99|199.99|91.97
364717|1|1613|2|109.99|109.99|56.08
364717|2|1440|3|189|189|86.91
364800|0|1401|3|40.19|39.3862|18.48
364801|0|2488|2|14.99|13.6409|7.64
364801|1|723|1|102|93.84|52
364802|0|347|3|586|586|269.48
364803|0|365|2|599|533.11|275.46
364804|0|1518|4|300|264|137.96
364805|0|716|7|209|209|69.25
364805|1|681|1|121|121|55.64
364805|2|435|4|269.95|237.556|137.63
364805|3|2362|4|635.99|572.391|210.72
364806|0|1596|3|12.66|12.66|5.82
364807|0|273|3|339|308.49|155.89
364807|1|112|1|249.99|227.4909|82.83
364807|2|418|5|269.95|245.6545|137.63
364807|3|1662|4|6.99|6.4308|3.56
364808|0|465|3|259|259|119.11
364808|1|2508|2|4.74|4.2186|2.42
364808|2|2504|2|9.99|9.99|5.09
364808|3|126|3|143.4|141.966|73.11
364809|0|795|3|13.9|12.232|7.09
364809|1|350|3|399|359.1|203.42
364809|2|1589|3|9.99|9.99|5.09
364809|3|2045|7|179.99|179.99|82.77
364809|4|458|2|229.9|202.312|117.21
364810|0|1931|1|279.99|268.7904|142.75
364810|1|2498|7|23.72|23.4828|12.09
364810|2|1516|1|288|247.68|132.44
364810|3|65|4|181|162.9|83.24
364811|0|1454|2|199|197.01|91.51
364811|1|514|1|69|69|22.86
364811|2|390|3|1299|1169.1|430.38
364900|0|1601|5|159.99|143.991|73.57
364900|1|1621|2|12.99|12.99|6.62
364900|2|630|4|251|228.41|115.43
364901|0|1341|1|16|16|8.16
364901|1|1466|3|290|281.3|133.36
364901|2|1454|1|199|199|91.51
364901|3|1578|1|219|201.48|72.56
364902|0|604|5|499|499|254.4
364902|1|1610|4|289.99|289.99|96.08
364903|0|1529|3|255|255|117.27
364903|1|1338|2|32.99|32.99|15.17
364904|0|1331|3|26.99|26.1803|12.41
364904|1|1673|2|5.5|5.5|2.8
364905|0|1471|2|229|199.23|105.31
364905|1|1983|2|665.94|572.7084|220.64
364906|0|53|3|296|296|98.07
364906|1|456|3|559|491.92|257.06
364906|2|2085|1|1475|1475|488.7
364906|3|1331|6|26.99|24.5609|12.41
364907|0|2490|2|14.99|13.3411|7.64
364907|1|1440|9|189|189|86.91
364908|0|1637|1|17.99|16.7307|8.27
364909|0|1654|4|259.99|259.99|86.14
364909|1|1506|2|288|259.2|132.44
364910|0|1940|3|899|809.1|413.42
364910|1|1555|2|368|368|121.93
364910|2|1427|1|230|200.1|105.77
364911|0|102|4|115|115|52.88
364912|0|1687|1|6.88|6.88|3.16
364912|1|1470|2|129|110.94|65.77
364913|0|1724|4|56|56|28.55
364913|1|1366|7|32.99|30.6807|15.17
364913|2|508|3|279|245.52|128.3
364913|3|429|2|599.9|527.912|275.87
364914|0|2094|6|257.5|231.75|131.28
364914|1|445|1|559|491.92|257.06
364915|0|356|7|456.9|438.624|210.11
364916|0|1602|2|179.99|160.1911|82.77
364916|1|2334|3|635.99|553.3113|210.72
364916|2|1620|6|60.99|55.5009|28.05
364916|3|2517|2|3.35|3.35|1.71
364917|0|1706|5|8.88|7.8144|4.08
364918|0|2339|4|101.99|101.99|52
364919|0|1673|3|5.5|4.895|2.8
364919|1|886|1|150|150|49.7
364919|2|1678|4|16.89|16.89|5.6
364920|0|555|2|229|229|116.75
364920|1|1687|6|6.88|6.4672|3.16
364921|0|1612|2|179.99|179.99|82.77
364921|1|994|2|184.5|175.275|84.84
364921|2|596|9|190|167.2|62.95
365000|0|1646|2|159.99|145.5909|73.57
365000|1|1586|1|12.66|11.6472|5.82
365000|2|2149|3|163|151.59|83.1
365000|3|1306|1|68|59.84|31.27
365000|4|95|1|67.4|63.356|34.36
365000|5|1235|1|838|838|385.37
365000|6|1584|1|9.99|8.8911|5.09
365100|0|437|2|499.9|444.911|254.86
365100|1|366|7|758|674.62|348.58
365100|2|879|4|13|11.44|6.63
365100|3|40|5|299.23|299.23|99.14
365101|0|1690|1|16.99|16.99|5.63
365102|0|437|1|499.9|439.912|254.86
365102|1|1551|2|299|299|137.5
365102|2|2511|1|4.06|4.06|2.07
365103|0|1109|2|436.2|436.2|144.52
365103|1|43|2|232|215.76|106.69
365104|0|1619|1|59.99|59.99|27.59
365105|0|1644|3|57.88|51.5132|26.62
365105|1|1557|1|310|282.1|142.56
365106|0|2516|3|3.35|2.9815|1.71
365107|0|438|6|919|817.91|304.48
365108|0|1691|4|5.39|5.39|2.75
365200|0|1633|1|13.89|13.89|6.39
365200|1|1685|3|5.39|5.39|2.75
365200|2|1640|6|22.89|20.1432|7.58
365201|0|1660|2|289.99|255.1912|96.08
365201|1|1503|5|269|242.1|123.7
365202|0|1815|2|32|32|16.31
365202|1|1645|4|57.88|57.88|26.62
365202|2|1507|2|267|267|122.78
365202|3|2167|3|163|163|83.1
365203|0|1153|2|999|879.12|330.99
365203|1|448|3|269.9|245.609|137.6
365203|2|1538|8|280|249.2|128.76
365204|0|2113|4|508|447.04|258.99
365205|0|363|1|699|699|321.44
365206|0|1167|1|160|147.2|81.57
365207|0|1606|2|159.99|159.99|73.57
365208|0|1577|6|219|219|72.56
365208|1|1627|2|17.99|15.4714|8.27
364214|0|1619|5|59.99|52.1913|27.59
364215|0|1119|1|328|328|150.84
364215|1|408|3|758|758|348.58
364216|0|1544|3|238|209.44|109.45
364216|1|1642|4|57.88|57.88|26.62
364216|2|2|2|12.99|11.3013|6.62
364216|3|449|3|349|317.59|160.49
364216|4|1276|10|52.13|51.6087|26.58
364216|5|220|5|1109|1020.28|367.43
364216|6|198|1|599|533.11|275.46
364217|0|1408|6|529|529|175.27
364217|1|1698|1|6.99|6.3609|3.56
364218|0|1650|5|289.99|289.99|96.08
364218|1|789|1|29.9|26.312|15.24
364300|0|847|6|15.6|15.6|7.95
364300|1|309|2|499|499|229.47
364300|2|903|1|75.99|75.99|38.74
364300|3|1611|4|159.99|159.99|73.57
364300|4|2184|7|445|445|204.64
364300|5|1615|7|289.99|255.1912|96.08
364400|0|1821|1|32|32|16.31
364400|1|379|3|326|326|166.2
364400|2|19|6|109.95|109.95|50.56
364401|0|1492|5|239|239|109.91
364402|0|1651|7|159.99|159.99|73.57
364402|1|656|1|158|158|72.66
364402|2|1604|2|259.99|231.3911|86.14
364403|0|1632|3|17.99|15.6513|8.27
364404|0|756|1|29.9|26.013|13.75
364404|1|971|2|231|231|76.53
364404|2|1835|4|1599|1439.1|815.22
364404|3|1597|6|57.88|52.092|26.62
364405|0|1653|1|109.99|98.991|56.08
364405|1|1606|1|159.99|142.3911|73.57
364405|2|764|2|39.9|39.9|13.22
364406|0|1397|3|26.99|24.5609|12.41
364407|0|1639|2|9.99|9.99|5.09
364407|1|1826|1|32|32|16.31
364408|0|1503|2|269|236.72|123.7
364408|1|1405|6|35.99|35.99|16.55
364408|2|1529|1|255|249.9|117.27
364408|3|1616|1|56.99|49.0114|26.21
364500|0|2241|6|229.99|204.6911|105.76
364500|1|400|1|758|758|348.58
364500|2|189|2|126.9|112.941|58.36
364500|3|1694|4|8.88|8.3472|4.08
364500|4|1459|3|256|230.4|117.73
364500|5|86|1|99.99|90.9909|45.98
364500|6|1032|1|188|167.32|86.45
364501|0|599|1|2295|2272.05|760.38
364501|1|1629|2|9.99|8.8911|5.09
364502|0|580|6|499|444.11|254.4
364503|0|1700|2|8.88|7.8144|4.08
364503|1|857|3|129|129|59.32
364504|0|1632|7|17.99|15.4714|8.27
364504|1|1627|3|17.99|15.6513|8.27
364504|2|1649|6|259.99|259.99|86.14
364505|0|1620|2|60.99|60.99|28.05
364505|1|1638|1|13.89|12.2232|6.39
364506|0|449|1|349|303.63|160.49
364507|0|1345|2|22|22|10.12
364508|0|992|2|290|255.2|96.08
364509|0|824|2|11.9|10.472|6.07
364510|0|48|1|149.95|130.4565|76.45
364510|1|1431|2|256|250.88|117.73
364511|0|472|1|69|69|35.18
364511|1|1677|3|4.99|4.4411|2.54
364511|2|536|2|99|99|50.47
364511|3|1845|3|1599|1599|815.22
364600|0|1270|1|6.95|6.95|3.54
364600|1|539|6|2295|2295|760.38
364600|2|2364|2|429.99|378.3912|197.74
364600|3|944|1|129|129|59.32
364600|4|729|3|121|105.27|55.64
364601|0|1380|3|21|18.69|9.66
364601|1|1670|3|8.99|8.091|4.13
364601|2|457|1|219.95|193.556|112.14
364602|0|1565|1|255|229.5|117.27
364603|0|597|5|139|139|70.87
364603|1|400|2|758|682.2|348.58
364604|0|1852|1|2652.9|2361.081|878.96
364604|1|886|3|150|133.5|49.7
364604|2|1410|4|230|207|105.77
364604|3|163|1|1592.2|1592.2|527.53
364605|0|680|1|116|116|53.34
364605|1|616|7|499|459.08|254.4
364605|2|1519|2|310|282.1|142.56
364607|0|1580|6|219|199.29|72.56
364607|1|124|1|279.99|243.5913|128.76
364608|0|406|2|382.95|344.655|195.24
364608|1|1315|2|205|205|94.27
364608|2|426|3|499.9|439.912|254.86
364609|0|503|2|819|728.91|271.35
364609|1|1365|1|28.99|28.99|13.33
364609|2|371|4|599|599|275.46
364610|0|2232|10|268.5|263.13|123.47
364610|1|1604|3|259.99|259.99|86.14
364611|0|341|2|967|967|444.69
364611|1|1485|1|230|200.1|105.77
364611|2|1394|2|49.99|45.4909|16.56
364612|0|1520|1|280|280|128.76
364613|0|1536|1|298|298|137.04
364614|0|1596|8|12.66|12.5334|5.82
364615|0|605|1|459|403.92|152.08
364615|1|459|3|269.9|245.609|137.6
364615|2|1459|1|256|243.2|117.73
364615|3|350|1|399|347.13|203.42
364615|4|191|3|66|58.08|33.65
364615|5|1406|9|14.19|12.6291|7.23
364615|6|420|6|499.9|449.91|254.86
364700|0|2515|1|3.35|2.9145|1.71
364700|1|462|4|869|773.41|287.92
364701|0|1555|4|368|368|121.93
364701|1|1479|1|310|272.8|142.56
364702|0|1582|1|17.99|15.8312|8.27
364702|1|1464|1|258|258|118.65
364702|2|1457|1|189|189|86.91
364703|0|968|1|186.9|164.472|85.95
364703|1|388|1|382.95|382.95|195.24
364703|2|570|2|299|299|99.06
364704|0|453|5|229.9|229.9|117.21
364704|1|1451|5|268|265.32|123.24
364704|2|1409|5|589|524.21|195.15
364704|3|1561|2|402|349.74|133.19
364705|0|1600|1|57.88|53.2496|26.62
364705|1|902|1|44|40.92|22.43
364705|2|2517|3|3.35|3.2495|1.71
364706|0|1588|1|13.89|13.89|6.39
364707|0|1572|1|57.99|51.6111|26.67
364708|0|66|2|25.69|24.4055|13.1
364708|2|456|2|559|486.33|257.06
364708|3|1483|2|269|269|123.7
364708|4|1437|2|199|199|91.51
364708|5|1494|1|208|208|95.65
364709|0|2107|3|791|719.81|363.75
364709|1|104|5|115|101.2|52.88
364710|0|1657|1|179.99|179.99|82.77
364710|1|2495|2|9.99|9.99|5.09
364710|2|1446|3|289|262.99|132.9
364710|3|1678|3|16.89|15.201|5.6
364711|0|1415|4|300|267|137.96
364711|1|960|6|148|131.72|68.06
363703|0|715|10|149|131.12|68.52
363703|1|74|8|37.95|32.637|17.45
363704|0|1690|1|16.99|16.99|5.63
363704|1|452|1|219.95|193.556|112.14
363704|2|638|1|499|499|254.4
363704|3|1445|3|268|268|123.24
363705|0|856|10|129|129|59.32
363800|0|509|1|139|137.61|70.87
363800|1|1507|1|267|253.65|122.78
363800|2|2403|1|109.99|103.3906|56.08
363801|0|1623|3|219|199.29|72.56
363801|1|2225|1|229.99|204.6911|105.76
363802|0|1572|2|57.99|52.7709|26.67
363802|1|1449|3|300|300|137.96
363802|2|1534|2|398|350.24|131.87
363802|3|355|2|363.5|319.88|185.32
363803|0|2496|5|9.99|9.99|5.09
363803|1|1355|5|32.99|30.6807|15.17
363804|0|2060|2|94.99|86.4409|48.43
363804|1|1595|2|22.89|20.3721|7.58
363804|2|958|2|129|129|59.32
363805|0|1571|3|56.99|49.5813|26.21
363805|1|1188|3|180|180|91.77
363806|0|1586|6|12.66|11.5206|5.82
363807|0|10|2|59.99|53.3911|30.58
363900|0|1579|2|219|219|72.56
363900|1|1012|9|198|172.26|91.05
363901|0|1703|7|5.39|5.3361|2.75
363901|1|1599|4|57.88|50.3556|26.62
363902|0|1117|5|436.2|401.304|144.52
363902|1|1668|3|6.99|6.99|3.56
363903|0|1674|2|6.99|6.99|3.56
363903|1|165|3|763.51|679.5239|389.26
363904|0|1628|3|13.89|12.501|6.39
363905|0|1667|7|5.5|5.5|2.8
363905|1|518|3|869|790.79|287.92
363905|2|662|4|236|236|78.19
363906|0|434|1|599|527.12|275.46
363906|1|1388|3|32.99|32.99|15.17
363906|2|2102|2|791|727.72|363.75
363906|3|189|3|126.9|126.9|58.36
363906|4|1590|2|22.89|19.9143|7.58
363906|5|1653|3|109.99|109.99|56.08
